Panini_id,sofifa_id,player_url,short_name,long_name,player_positions,name,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,va al mundial,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
116,234396,https://sofifa.com/player/234396/alphonso-davies/220002,A. Davies,Alphonso Boyle Davies,"LB, LM",Alphonso Davies,82,89,57000000,59000,20,11/2/2000,183,75,21,FC Bayern M�nchen,German 1. Bundesliga,1,LB,19,,1/1/2019,2025,70,Canada,111455,LM,12,Left,4,4,3,High/Low,Unique,Yes,si,105500000,#Speedster,"Flair, Speed Dribbler (AI)",96,67,71,82,75,75,74,67,64,81,59,85,67,44,58,79,96,96,85,81,82,71,77,79,72,63,77,78,75,68,60,74,74,77,79,11,11,6,5,14,,75+3,75+3,75+3,79,78,78,78,79,77+3,77+3,77+3,79+3,74+3,74+3,74+3,79+3,80+3,76+3,76+3,76+3,80+3,80+3,76+3,76+3,76+3,80+3,18+3,https://cdn.sofifa.net/players/234/396/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
117,243630,https://sofifa.com/player/243630/jonathan-david/220002,J. David,Jonathan Christian David,ST,Jonathan David,78,86,32000000,31000,21,1/14/2000,177,77,65,LOSC Lille,French Ligue 1,1,RS,9,,8/11/2020,2025,70,Canada,111455,CAM,20,Right,5,3,2,High/High,Normal (170-185),Yes,si,67200000,,"Solid Player, Outside Foot Shot",85,76,71,78,25,70,67,80,72,78,71,79,58,48,70,78,83,87,77,74,71,75,86,85,75,70,33,17,80,73,75,81,21,21,19,7,7,11,7,7,,78+2,78+2,78+2,78,78,78,78,78,77+2,77+2,77+2,78+2,70+2,70+2,70+2,78+2,55+2,51+2,51+2,51+2,55+2,51+2,43+2,43+2,43+2,51+2,15+2,https://cdn.sofifa.net/players/243/630/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
118,134744,https://sofifa.com/player/134744/atiba-hutchinson/220002,A. Hutchinson,Atiba Hutchinson,"CDM, CM",Atiba Hutchinson,76,76,1500000,26000,38,2/8/1983,187,83,327,Be佡ikta佡 JK,Turkish S�per Lig,1,SUB,13,,7/31/2013,2022,70,Canada,111455,RDM,13,Right,4,2,2,High/Medium,Lean (185+),No,si,2900000,,"Leadership, Power Header, Team Player",60,64,73,71,75,74,69,61,75,82,63,73,67,64,74,72,65,55,59,75,55,73,64,81,74,59,67,75,71,66,75,84,76,77,68,8,12,9,6,16,,70+2,70+2,70+2,69,70,70,70,69,70+2,70+2,70+2,71+2,74+2,74+2,74+2,71+2,73+2,75+1,75+1,75+1,73+2,73+2,74+2,74+2,74+2,73+2,18+2,https://cdn.sofifa.net/players/134/744/22_120.png,https://cdn.sofifa.net/teams/327/60.png,https://cdn.sofifa.net/flags/tr.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
119,205211,https://sofifa.com/player/205211/milan-borjan/220002,M. Borjan,Milan Borjan,GK,Milan Borjan,76,76,,,33,10/23/1987,196,84,,,,,,,,,,70,Canada,111455,GK,18,Right,2,1,1,Medium/Medium,Normal (185+),No,si,,,"Leadership, Comes For Crosses",,,,,,,15,12,24,38,19,28,16,16,48,23,47,40,40,73,46,56,68,40,79,12,44,24,14,57,23,60,21,23,21,78,74,74,74,73,44,33+2,33+2,33+2,31,33,33,33,31,35+2,35+2,35+2,34+2,37+2,37+2,37+2,34+2,31+2,37+2,37+2,37+2,31+2,31+2,35+2,35+2,35+2,31+2,75+1,https://cdn.sofifa.net/players/205/211/22_120.png,,,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
120,242380,https://sofifa.com/player/242380/stephen-antunes-eustaquio/220002,Stephen Eust塘quio,Stephen Antunes Eust塘quio,"CDM, CM",Stephen Antunes Eustaquio,76,82,11000000,9000,24,12/21/1996,178,66,1892,FC Pa踏os de Ferreira,Portuguese Liga ZON SAGRES,1,CDM,46,,9/15/2020,2024,70,Canada,111455,SUB,8,Right,3,2,1,Medium/Medium,Lean (170-185),No,si,25300000,,,66,61,75,72,72,72,72,55,55,77,55,70,74,65,75,75,68,65,71,76,72,69,76,81,69,67,68,75,62,75,64,76,70,76,73,6,5,13,7,11,,65+2,65+2,65+2,69,69,69,69,69,71+2,71+2,71+2,71+2,74+2,74+2,74+2,71+2,74+2,75+2,75+2,75+2,74+2,73+2,71+2,71+2,71+2,73+2,15+2,https://cdn.sofifa.net/players/242/380/22_120.png,https://cdn.sofifa.net/teams/1892/60.png,https://cdn.sofifa.net/flags/pt.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
121,226777,https://sofifa.com/player/226777/cyle-larin/220002,C. Larin,Cyle Christopher Larin,"ST, LW, RW",Cyle Larin,75,76,6500000,41000,26,4/17/1995,188,90,327,Be佡ikta佡 JK,Turkish S�per Lig,1,SUB,17,,1/31/2018,2022,70,Canada,111455,SUB,9,Right,4,3,1,High/Low,Normal (185+),Yes,si,12800000,#Strength,Solid Player,71,74,59,70,26,80,55,75,75,69,61,73,60,22,40,72,70,71,63,73,48,80,68,77,91,69,59,22,75,67,63,68,21,18,20,12,9,8,12,7,,75+1,75+1,75+1,70,72,72,72,70,70+2,70+2,70+2,69+2,62+2,62+2,62+2,69+2,51+2,48+2,48+2,48+2,51+2,47+2,45+2,45+2,45+2,47+2,17+2,https://cdn.sofifa.net/players/226/777/22_120.png,https://cdn.sofifa.net/teams/327/60.png,https://cdn.sofifa.net/flags/tr.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
122,178287,https://sofifa.com/player/178287/scott-arfield/220002,S. Arfield,Scott Harry Nathaniel Arfield,CM,Scott Arfield,73,73,2400000,39000,32,11/1/1988,179,80,86,Rangers FC,Scottish Premiership,1,SUB,37,,7/1/2018,2022,70,Canada,111455,LDM,21,Right,3,3,2,High/High,Normal (170-185),Yes,si,4300000,,"Solid Player, Team Player",55,68,71,73,66,73,68,69,59,74,61,72,72,59,73,74,54,55,72,73,76,70,69,79,70,68,73,67,71,72,57,77,65,69,66,13,13,9,13,16,,68+2,68+2,68+2,69,70,70,70,69,71+2,71+2,71+2,70+2,73,73,73,70+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,68+2,68+2,20+2,https://cdn.sofifa.net/players/178/287/22_120.png,https://cdn.sofifa.net/teams/86/60.png,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
123,213095,https://sofifa.com/player/213095/lucas-cavallini/220002,L. Cavallini,Lucas Daniel Cavallini,ST,Lucas Cavallini,73,73,3100000,9000,28,12/28/1992,182,89,101112,Vancouver Whitecaps FC,USA Major League Soccer,1,SUB,9,,1/1/2020,2022,70,Canada,111455,ST,19,Left,4,3,2,High/High,Stocky (170-185),No,si,4500000,#Strength,"Flair, Power Header, Outside Foot Shot, Technical Dribbler (AI)",73,71,50,68,37,85,31,71,76,60,69,69,44,61,41,70,74,72,62,70,65,77,80,78,90,65,83,23,74,56,68,68,45,32,13,10,11,6,7,15,,73,73,73,65,69,69,69,65,65+2,65+2,65+2,64+2,59+2,59+2,59+2,64+2,49+2,51+2,51+2,51+2,49+2,47+2,52+2,52+2,52+2,47+2,17+2,https://cdn.sofifa.net/players/213/095/22_120.png,https://cdn.sofifa.net/teams/101112/60.png,https://cdn.sofifa.net/flags/us.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
124,213536,https://sofifa.com/player/213536/maxime-crepeau/220002,M. Cr泰peau,Maxime Cr泰peau,GK,Maxime Crepeau,73,76,3000000,6000,27,5/11/1994,180,88,101112,Vancouver Whitecaps FC,USA Major League Soccer,1,GK,16,,2/13/2019,2022,70,Canada,111455,SUB,1,Right,2,1,1,Medium/Medium,Stocky (170-185),Yes,si,4600000,,"Injury Prone, Long Passer (AI), Team Player, Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,19,17,14,34,19,19,16,14,42,24,50,48,43,70,40,53,67,40,69,14,34,20,7,52,23,51,10,17,17,71,70,70,73,74,49,30+2,30+2,30+2,30,31,31,31,30,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,29+2,32+2,32+2,32+2,29+2,28+2,28+2,28+2,28+2,28+2,72+2,https://cdn.sofifa.net/players/213/536/22_120.png,https://cdn.sofifa.net/teams/101112/60.png,https://cdn.sofifa.net/flags/us.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
125,189462,https://sofifa.com/player/189462/junior-hoilett/220002,J. Hoilett,David Junior Hoilett,"LM, RM",Junior Hoilett,72,72,1900000,21000,31,6/5/1990,173,70,1793,Reading,English League Championship,2,SUB,23,,8/19/2021,2022,70,Canada,111455,RM,10,Right,3,3,2,Medium/Medium,Normal (170-185),Yes,si,3600000,,"Flair, Technical Dribbler (AI)",82,69,68,74,36,61,69,67,55,70,69,73,68,65,59,72,84,81,84,70,83,75,70,55,61,69,66,42,69,69,68,69,24,39,28,11,10,9,11,9,,69+2,69+2,69+2,72,71,71,71,72,71+1,71+1,71+1,71+1,65+2,65+2,65+2,71+1,56+2,54+2,54+2,54+2,56+2,53+2,48+2,48+2,48+2,53+2,17+2,https://cdn.sofifa.net/players/189/462/22_120.png,https://cdn.sofifa.net/teams/1793/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
126,213439,https://sofifa.com/player/213439/jonathan-osorio/220002,J. Osorio,Jonathan Osorio,"CM, CDM, LM",Jonathan Osorio,72,72,2300000,7000,29,6/12/1992,175,73,111651,Toronto FC,USA Major League Soccer,1,RM,21,,2/26/2013,2022,70,Canada,111455,SUB,17,Right,5,3,1,High/High,Normal (170-185),Yes,si,3500000,#Engine,"Flair, Team Player, Technical Dribbler (AI)",60,68,70,74,64,67,60,69,55,78,59,73,65,65,68,73,62,59,83,74,78,71,43,86,64,66,58,66,71,70,58,74,66,65,55,8,11,7,15,13,,68+2,68+2,68+2,70,71,71,71,70,72,72,72,71+1,72,72,72,71+1,68+2,69+2,69+2,69+2,68+2,66+2,63+2,63+2,63+2,66+2,18+2,https://cdn.sofifa.net/players/213/439/22_120.png,https://cdn.sofifa.net/teams/111651/60.png,https://cdn.sofifa.net/flags/ca.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
127,213092,https://sofifa.com/player/213092/samuel-piette/220002,S. Piette,Samuel Piette,"CDM, CM, RM",Samuel Piette,71,72,2000000,5000,26,11/12/1994,171,79,111139,Club de Foot Montr泰al,USA Major League Soccer,1,RCM,6,,8/4/2017,2022,70,Canada,111455,SUB,6,Right,2,2,1,Low/High,Stocky (170-185),Yes,si,3100000,,"Solid Player, Leadership, Team Player",55,38,56,62,70,81,39,31,63,69,22,56,56,24,62,66,53,56,65,69,85,66,76,90,76,29,81,71,30,55,49,60,71,73,63,15,10,10,7,9,,52+2,52+2,52+2,52,53,53,53,52,55+2,55+2,55+2,56+2,62+2,62+2,62+2,56+2,65+2,70+2,70+2,70+2,65+2,66+2,70+2,70+2,70+2,66+2,17+2,https://cdn.sofifa.net/players/213/092/22_120.png,https://cdn.sofifa.net/teams/111139/60.png,https://cdn.sofifa.net/flags/us.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
128,232081,https://sofifa.com/player/232081/richie-laryea/220002,R. Laryea,Richie Mamah Laryea,"RB, LB, RM",Richie Laryea,71,73,2100000,5000,26,1/7/1995,175,70,111651,Toronto FC,USA Major League Soccer,1,RB,22,,3/21/2019,2021,70,Canada,111455,RB,22,Right,3,4,1,High/Medium,Normal (170-185),No,si,3300000,,"Long Throw-in, Speed Dribbler (AI), Technical Dribbler (AI)",81,60,64,71,63,71,65,60,46,69,38,71,58,49,62,71,80,81,79,68,68,66,70,86,65,57,69,62,68,62,57,69,63,69,65,8,8,9,12,12,,65+2,65+2,65+2,69,68,68,68,69,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,70+2,67+2,67+2,67+2,70+2,69+2,64+2,64+2,64+2,69+2,16+2,https://cdn.sofifa.net/players/232/081/22_120.png,https://cdn.sofifa.net/teams/111651/60.png,https://cdn.sofifa.net/flags/ca.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
129,238922,https://sofifa.com/player/238922/mark-anthony-kaye/220002,M. Kaye,Mark-Anthony Kaye,"CM, CDM",Mark Anthony Kaye,71,74,2400000,6000,26,12/2/1994,186,77,694,Colorado Rapids,USA Major League Soccer,1,LF,14,,7/30/2021,2022,70,Canada,111455,SUB,11,Left,3,3,1,Medium/High,Lean (185+),Yes,si,3800000,,Technical Dribbler (AI),71,55,66,71,68,75,56,55,68,73,44,72,56,37,71,73,70,72,71,69,59,62,69,85,72,49,72,67,68,69,46,66,67,71,64,14,10,9,6,6,,66+2,66+2,66+2,67,68,68,68,67,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,69+2,71+2,71+2,71+2,69+2,69+2,69+2,69+2,69+2,69+2,16+2,https://cdn.sofifa.net/players/238/922/22_120.png,https://cdn.sofifa.net/teams/694/60.png,https://cdn.sofifa.net/flags/us.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
130,201208,https://sofifa.com/player/201208/doneil-henry/220002,D. Henry,Doneil Jor-Dee Ashley Henry,CB,Doneil Henry,70,71,1500000,4000,28,4/20/1993,188,88,983,Suwon Samsung Bluewings,Korean K League 1,1,LCB,4,,11/21/2019,2021,70,Canada,111455,RCB,15,Right,2,3,1,Medium/High,Stocky (185+),Yes,si,2000000,#Strength,Injury Prone,66,44,50,52,68,84,43,36,70,60,45,46,37,40,50,55,68,65,57,62,58,65,90,69,92,47,80,69,32,47,30,59,68,66,65,8,10,10,11,15,,54+2,54+2,54+2,50,51,51,51,50,51+2,51+2,51+2,52+2,54+2,54+2,54+2,52+2,61+2,64+2,64+2,64+2,61+2,63+2,70+1,70+1,70+1,63+2,17+2,https://cdn.sofifa.net/players/201/208/22_120.png,https://cdn.sofifa.net/teams/983/60.png,https://cdn.sofifa.net/flags/kr.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
131,193728,https://sofifa.com/player/193728/david-wotherspoon/220002,D. Wotherspoon,David Wotherspoon,"LW, CM",David Wotherspoon,69,69,1200000,5000,31,1/16/1990,180,76,100804,St. Johnstone FC,Scottish Premiership,1,LW,10,,7/2/2013,2023,70,Canada,111455,SUB,7,Right,4,3,1,High/Medium,Normal (170-185),No,si,2100000,,"Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Team Player, Technical Dribbler (AI)",67,63,69,73,57,69,70,63,59,67,41,75,68,69,64,73,68,67,76,63,62,64,67,83,67,67,56,47,66,75,53,70,55,63,60,9,12,9,16,7,,65+2,65+2,65+2,69,68,68,68,69,70-1,70-1,70-1,70-1,68+1,68+1,68+1,70-1,65+2,63+2,63+2,63+2,65+2,64+2,60+2,60+2,60+2,64+2,17+2,https://cdn.sofifa.net/players/193/728/22_120.png,https://cdn.sofifa.net/teams/100804/60.png,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
132,220028,https://sofifa.com/player/220028/sam-adekugbe/220002,S. Adekugbe,Samuel Ayomide Adekugbe,LB,Sam Adekugbe,68,71,1500000,6000,26,1/16/1995,176,74,101028,Ataka佡 Hatayspor,Turkish S�per Lig,1,LB,23,,8/1/2021,2024,70,Canada,111455,LB,16,Left,2,3,1,High/High,Normal (170-185),No,si,3100000,,Speed Dribbler (AI),86,39,60,68,61,73,62,42,57,68,23,69,58,26,56,63,87,85,81,59,75,49,81,81,70,24,67,62,59,58,32,58,61,62,63,11,13,7,12,9,,57+2,57+2,57+2,63,61,61,61,63,62+2,62+2,62+2,66+2,61+2,61+2,61+2,66+2,67+2,64+2,64+2,64+2,67+2,66+2,64+2,64+2,64+2,66+2,16+2,https://cdn.sofifa.net/players/220/028/22_120.png,https://cdn.sofifa.net/teams/101028/60.png,https://cdn.sofifa.net/flags/tr.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
133,243574,https://sofifa.com/player/243574/zachary-brault-guillard/220002,Z. Brault-Guillard,Zachary Brault-Guillard,"RWB, RB, RM",Zachary Brault Guillard,68,74,1800000,3000,22,12/30/1998,171,65,111139,Club de Foot Montr泰al,USA Major League Soccer,1,RWB,15,,1/25/2020,2021,70,Canada,111455,SUB,2,Right,2,2,1,High/Medium,Stocky (170-185),No,si,3000000,,Speed Dribbler (AI),90,43,57,67,61,71,58,36,44,62,31,68,54,35,52,59,89,90,78,63,85,60,74,82,68,40,62,62,55,55,40,62,62,65,60,11,6,11,11,11,,56+2,56+2,56+2,62,60,60,60,62,60+2,60+2,60+2,64+2,59+2,59+2,59+2,64+2,66+2,62+2,62+2,62+2,66+2,66+2,62+2,62+2,62+2,66+2,16+2,https://cdn.sofifa.net/players/243/574/22_120.png,https://cdn.sofifa.net/teams/111139/60.png,https://cdn.sofifa.net/flags/us.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
134,210862,https://sofifa.com/player/210862/ricardo-jose-araujo-ferreira/220002,Ricardo Ferreira,Ricardo Jos泰 Ara碳jo Ferreira,CB,Ricardo Jose Araujo Ferreira,66,67,,,28,11/25/1992,190,82,,,,,,,,,,70,Canada,111455,SUB,5,Right,2,2,1,Low/Medium,Lean (185+),No,si,,,Injury Prone,49,32,45,49,69,59,29,26,68,62,34,41,32,32,53,54,51,48,50,60,46,46,40,31,74,22,63,70,51,33,43,72,73,65,63,16,15,8,12,6,,48+2,48+2,48+2,45,46,46,46,45,47+2,47+2,47+2,46+2,50+2,50+2,50+2,46+2,54+2,60+2,60+2,60+2,54+2,57+2,66+1,66+1,66+1,57+2,17+2,https://cdn.sofifa.net/players/210/862/22_120.png,,,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
135,227847,https://sofifa.com/player/227847/manjrekar-james/220002,M. James,Manjrekar James,CB,Manjrekar James,66,68,900000,3000,27,8/5/1993,193,81,822,Vejle Boldklub,Danish Superliga,1,SUB,5,,7/1/2021,2023,70,Canada,111455,SUB,3,Right,3,2,1,Medium/Medium,Normal (185+),No,si,1200000,,,66,41,50,51,63,78,38,30,68,62,32,47,44,22,58,55,60,71,46,59,58,61,71,66,86,51,74,62,34,45,40,55,61,63,62,6,8,10,12,12,,52+2,52+2,52+2,49,50,50,50,49,51+2,51+2,51+2,51+2,55+2,55+2,55+2,51+2,59+2,62+2,62+2,62+2,59+2,60+2,66+2,66+2,66+2,60+2,15+2,https://cdn.sofifa.net/players/227/847/22_120.png,https://cdn.sofifa.net/teams/822/60.png,https://cdn.sofifa.net/flags/dk.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
136,240925,https://sofifa.com/player/240925/liam-millar/220002,L. Millar,Liam Alan Millar,"LM, LW",Liam Millar,66,77,1900000,3000,21,9/27/1999,185,79,896,FC Basel 1893,Swiss Super League,1,SUB,17,,7/8/2021,2025,70,Canada,111455,SUB,14,Right,3,3,1,High/Medium,Lean (185+),No,si,3200000,,Speed Dribbler (AI),81,61,59,68,22,58,63,61,54,62,50,69,54,35,52,68,81,81,73,58,69,66,72,59,68,60,29,15,60,60,56,63,14,22,23,14,9,13,7,8,,64+2,64+2,64+2,66,65,65,65,66,64+2,64+2,64+2,65+2,57+2,57+2,57+2,65+2,48+2,42+2,42+2,42+2,48+2,45+2,37+2,37+2,37+2,45+2,15+2,https://cdn.sofifa.net/players/240/925/22_120.png,https://cdn.sofifa.net/teams/896/60.png,https://cdn.sofifa.net/flags/ch.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
137,243009,https://sofifa.com/player/243009/derek-cornelius/220002,D. Cornelius,Derek Cornelius,CB,Derek Cornelius,65,71,,,23,11/25/1997,187,86,,,,,,,,,,70,Canada,111455,LCB,4,Left,2,2,1,Medium/High,Normal (185+),Yes,si,,#Strength,"Injury Prone, Power Header",57,30,42,43,63,79,34,27,66,53,35,35,30,23,51,50,54,60,50,55,43,40,80,68,87,22,74,63,44,31,32,55,62,64,62,13,10,13,7,6,,47+2,47+2,47+2,43,43,43,43,43,43+2,43+2,43+2,45+2,48+2,48+2,48+2,45+2,56+2,59+2,59+2,59+2,56+2,58+2,65+2,65+2,65+2,58+2,14+2,https://cdn.sofifa.net/players/243/009/22_120.png,,,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
138,183347,https://sofifa.com/player/183347/jayson-leutwiler/220002,J. Leutwiler,Jayson Leutwiler,GK,Jayson Leutwiler,64,64,300000,2000,32,4/25/1989,196,80,1920,Oldham Athletic,English League Two,4,GK,1,,8/28/2021,2022,70,Canada,111455,SUB,23,Right,2,1,1,Medium/Medium,Normal (185+),No,si,525000,,GK Long Throw,,,,,,,16,16,14,41,11,13,11,11,44,35,44,48,59,58,36,47,65,41,64,13,29,12,14,47,26,53,30,11,11,63,61,62,65,66,46,30+2,30+2,30+2,30,31,31,31,30,34+2,34+2,34+2,32+2,35+2,35+2,35+2,32+2,28+2,32+2,32+2,32+2,28+2,27+2,28+2,28+2,28+2,27+2,63+1,https://cdn.sofifa.net/players/183/347/22_120.png,https://cdn.sofifa.net/teams/1920/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
139,193041,https://sofifa.com/player/193041/keylor-navas/220002,K. Navas,Keylor Navas Gamboa,GK,Keylor Navas,88,88,15500000,130000,34,12/15/1986,185,80,73,Paris Saint-Germain,French Ligue 1,1,SUB,1,,9/2/2019,2024,72,Costa Rica,,SUB,0,Right,3,1,3,Medium/Medium,Normal (185+),Yes,si,28700000,,"GK Long Throw, Cautious With Crosses",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,85,61,56,74,39,75,13,32,22,16,68,25,67,28,14,14,89,84,75,87,89,54,34+3,34+3,34+3,35,37,37,37,35,40+3,40+3,40+3,37+3,39+3,39+3,39+3,37+3,32+3,36+3,36+3,36+3,32+3,31+3,32+3,32+3,32+3,31+3,86+2,https://cdn.sofifa.net/players/193/041/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/cr.png
140,204713,https://sofifa.com/player/204713/joel-campbell/220002,J. Campbell,Joel Nathaniel Campbell Samuels,"ST, RM",Joel Campbell,75,75,5500000,26000,29,6/26/1992,178,78,1032,CF Monterrey,Mexican Liga MX,1,SUB,8,Club Le�n,,2022,72,Costa Rica,,SUB,1,Left,2,4,1,Medium/Medium,Normal (170-185),Yes,si,,,"Power Free-Kick, Flair, Outside Foot Shot, Technical Dribbler (AI)",81,75,73,77,41,75,73,75,65,77,68,79,72,69,70,75,82,81,85,70,68,80,80,66,81,72,70,45,76,71,70,74,32,40,42,8,15,14,15,14,,75,75,75,76-1,76-1,76-1,76-1,76-1,75,75,75,75,70+2,70+2,70+2,75,61+2,60+2,60+2,60+2,61+2,59+2,55+2,55+2,55+2,59+2,19+2,https://cdn.sofifa.net/players/204/713/22_120.png,https://cdn.sofifa.net/teams/1032/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/cr.png
141,212772,https://sofifa.com/player/212772/oscar-duarte/220002,桃. Duarte,桃scar Esau Duarte Gait塘n,CB,Oscar Duarte,73,73,2000000,20000,32,6/3/1989,186,81,1853,Levante Uni�n Deportiva,Spain Primera Division,1,RCB,6,,8/1/2019,2022,72,Costa Rica,,RCB,2,Right,3,2,1,Medium/Medium,Stocky (185+),Yes,si,4200000,,Injury Prone,49,47,51,54,75,76,40,48,77,60,46,49,37,32,63,59,46,51,48,67,48,56,74,64,83,40,75,73,35,46,37,68,76,76,72,15,9,7,8,14,,55+2,55+2,55+2,50,51,51,51,50,52+2,52+2,52+2,52+2,57+2,57+2,57+2,52+2,62+2,68+2,68+2,68+2,62+2,65+2,73,73,73,65+2,17+2,https://cdn.sofifa.net/players/212/772/22_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/cr.png
142,198553,https://sofifa.com/player/198553/cristian-gamboa/220002,C. Gamboa,Cristian Esteban Gamboa Luna,RB,Cristian Gamboa,72,72,1700000,16000,31,10/24/1989,175,75,160,VfL Bochum 1848,German 1. Bundesliga,1,RB,2,,8/27/2019,2023,72,Costa Rica,,RB,3,Right,2,3,1,High/Medium,Normal (170-185),No,si,3100000,,Dives Into Tackles (AI),84,48,66,71,67,71,70,32,52,67,58,70,66,54,66,68,86,83,81,69,87,71,90,70,65,52,80,68,65,62,54,64,68,69,67,12,10,13,7,14,,61+2,61+2,61+2,66,64,64,64,66,65+2,65+2,65+2,68+2,66+2,66+2,66+2,68+2,70+2,68+2,68+2,68+2,70+2,70+2,68+2,68+2,68+2,70+2,17+2,https://cdn.sofifa.net/players/198/553/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/cr.png
143,242737,https://sofifa.com/player/242737/elias-aguilar/220002,E. Aguilar,El�as Fernando Aguilar Vargas,"CM, CAM",Elias Aguilar,72,72,2300000,5000,29,11/7/1991,174,75,110765,Incheon United FC,Korean K League 1,1,CAM,10,,1/25/2021,2022,72,Costa Rica,,CAM,4,Left,1,4,1,High/Medium,Normal (170-185),No,si,2900000,,"Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",63,64,77,72,46,70,73,63,37,79,43,72,69,76,78,74,66,60,69,63,74,68,57,73,71,72,67,65,70,80,44,70,46,40,37,7,11,9,7,11,,65+2,65+2,65+2,71,70,70,70,71,73-1,73-1,73-1,72,72,72,72,72,62+2,64+2,64+2,64+2,62+2,58+2,54+2,54+2,54+2,58+2,15+2,https://cdn.sofifa.net/players/242/737/22_120.png,https://cdn.sofifa.net/teams/110765/60.png,https://cdn.sofifa.net/flags/kr.png,,https://cdn.sofifa.net/flags/cr.png
